id,qualification,preferred,skills
37335,"['개발', 'SPRING BOOT', 'ORM', 'ORACLE', 'AWS', 'JPA', 'RDBMS', 'MYSQL', 'NOSQL', 'SQL']","['개발', 'JAVA', 'AWS', 'DEVOPS']","['Google Cloud Platform', 'Hadoop', 'Spark']"
158891,['개발'],['개발'],"['JavaScript', 'TypeScript', 'React.js', 'Flutter', 'Next.js']"
150305,"['개발', 'TYPESCRIPT', 'HTML', 'JAVA', 'REACT NATIVE', 'JAVASCRIPT', 'CSS', 'REACT']",['개발'],"['MySQL', 'React', 'Kotlin', 'SQL', 'AWS', 'Spring Framework', 'JPA']"
145306,['개발'],"['SQL', '개발', '데이터베이스', '설계']","['React', 'Java', 'JavaScript', 'PHP', 'SQL']"
146089,"['REST', '개발', 'API', 'ANDROID']","['개발', 'FLOW', '리팩토링', 'COROUTINE', '최적화', 'MVVM']","['Android', 'iOS', 'TypeScript', 'AWS', 'NodeJS', 'React.js']"
101923,"['개발', '통신', 'CAN', '펌웨어']","['개발', 'C', 'WPF 개발', 'LINUX', 'RTOS']","['Git', 'Android', 'Linux', 'C / C++']"
141181,[],"['검증', 'ORCAD', '회로 설계', 'PADS']","['Git', 'Github', 'Linux', 'React', 'SQL', 'AWS', 'Docker', 'PostgreSQL', 'Flutter']"
157396,[],[],"['BitBucket', 'Git', 'JIRA', 'Azure', 'AWS', 'DevOps', 'ITIL', 'Kubernetes']"
126176,"['UX', '관리', '데이터 수집']",[],
149981,"['FLOW', 'API', 'NODEJS', 'GIT', 'RDBMS', 'MYSQL', 'REST', 'JAVASCRIPT']","['AWS', 'TYPESCRIPT']","['Android', 'iOS', 'TypeScript', 'AWS', 'NodeJS', 'React.js']"
74693,"['C', 'ORACLE', '데이터베이스', 'AWS', 'JAVA', 'MYSQL', 'PYTHON', '관리', 'BASH']",['데이터베이스'],
72701,"['GIT', 'REDIS']","['API', 'DJANGO', 'ORM', 'RABBITMQ', '금융', 'AWS', 'FLASK', 'FASTAPI']",
147021,"['KUBERNETES', 'AZURE', '인프라', 'STORAGE']","['AGILE', '시스템 구축', '인프라', 'JENKINS', '관리', 'DEVOPS']","['Scikit-Learn', 'Node.js', 'Python', 'Docker', 'Clustering', 'SNMP']"
114983,"['DIRECTX', '영상', 'C', 'OOP']",['UNREAL ENGINE'],"['Linux', 'C', 'C++']"
163571,"['개발', '제품 개발', 'C', 'GIT', 'PYTHON', 'ROS']","['개발', 'ISO', '로봇']","['Git', 'Python', 'C++', 'ROS']"
162049,[],[],"['React', 'TypeScript']"
